start_time	channel_number	read_number	template_events	complement_events
1480021105	280	219	0	0
1480022592	139	201	0	0
1480020029	157	91	0	0
1480020665	220	154	0	0
1480020068	213	92	0	0
1480018026	505	13	0	0
1480019030	341	53	0	0
1480020610	253	130	0	0
1480023579	438	324	0	0
1480019600	217	81	0	0
1480020165	218	114	0	0
1480024755	373	254	0	0
1480020895	415	199	0	0
1480024258	195	233	0	0
1480024334	279	282	0	0
1480022363	35	259	0	0
1480023153	431	243	0	0
1480023987	397	341	0	0
1480018412	281	19	0	0
1480020939	162	110	0	0
1480024644	374	309	0	0
1480018151	20	26	0	0
1480023740	485	312	0	0
1480020199	70	99	0	0
1480024318	476	312	0	0
1480019608	107	108	0	0
1480019155	324	66	0	0
1480019346	383	108	0	0
1480018748	97	39	0	0
1480020995	54	162	0	0
1480019856	307	135	0	0
1480020980	129	133	0	0
1480024637	59	402	0	0
1480022060	252	254	0	0
1480021258	207	202	0	0
1480024007	463	348	0	0
1480022884	59	326	0	0
1480021487	243	178	0	0
1480019699	360	79	0	0
1480020262	220	141	0	0
1480019444	207	72	0	0
1480020106	197	131	0	0
1480018514	334	38	0	0
1480019602	134	94	0	0
1480018664	309	54	0	0
1480018845	359	41	0	0
1480018553	415	57	0	0
1480018004	251	17	0	0
1480018014	115	14	0	0
1480020981	181	237	0	0
1480021654	355	221	0	0
1480020366	408	172	0	0
1480022214	294	167	0	0
1480022291	359	271	0	0
1480019821	103	144	0	0
1480018148	207	20	0	0
1480018588	427	47	0	0
1480024141	162	287	0	0
1480018008	409	16	0	0
1480018973	507	65	0	0
1480020689	464	128	0	0
1480018040	111	24	0	0
1480017983	374	10	0	0
1480019354	205	67	0	0
1480019813	348	96	0	0
1480021847	361	212	0	0
1480019353	118	85	0	0
1480020509	56	139	0	0
1480022548	40	238	0	0
1480018604	469	54	0	0
1480019260	381	106	0	0
1480017793	102	6	0	0
1480023740	431	272	0	0
1480023451	269	203	0	0
1480021326	251	193	0	0
1480018749	218	66	0	0
1480017836	372	9	0	0
1480020308	454	92	0	0
1480024593	389	302	0	0
1480017931	166	9	0	0
1480018819	125	44	0	0
1480024146	108	267	0	0
1480023689	195	205	0	0
1480019028	310	65	0	0
1480019569	204	75	0	0
1480023107	353	264	0	0
1480022085	397	255	0	0
1480022642	234	174	0	0
1480019250	118	82	0	0
1480017804	488	5	0	0
1480022558	192	282	0	0
1480018082	219	21	0	0
1480017966	42	12	0	0
1480023845	464	289	0	0
1480019468	210	80	0	0
1480021383	294	151	0	0
1480022294	325	252	0	0
1480018578	384	21	0	0
1480019062	463	91	0	0
1480019730	424	112	0	0
1480023185	204	200	0	0
1480021883	186	279	0	0
1480019843	108	89	0	0
1480020463	505	140	0	0
1480017866	286	6	0	0
1480022199	243	221	0	0
1480019971	134	116	0	0
1480019850	18	97	0	0
1480023999	175	309	0	0
1480018100	133	169	0	0
1480020697	286	121	0	0
1480018083	157	18	0	0
1480023169	11	270	0	0
1480017937	229	9	0	0
1480023791	165	313	0	0
1480021289	390	142	0	0
1480018593	296	41	0	0
1480019945	1	89	0	0
1480018278	476	23	0	0
1480018378	183	42	0	0
1480019660	285	83	0	0
1480022121	418	159	0	0
1480024621	122	398	0	0
1480020835	204	128	0	0
1480024559	291	38868	0	0
1480024678	403	211	0	0
1480022506	235	202	0	0
1480022836	258	191	0	0
1480020525	349	175	0	0
1480021801	327	117	0	0
1480019939	21	116	0	0
1480022803	192	297	0	0
1480020933	271	187	0	0
1480023198	187	298	0	0
1480023783	106	338	0	0
1480021414	94	201	0	0
1480018714	3	47	0	0
1480021964	66	130	0	0
1480020964	125	140	0	0
1480023609	197	285	0	0
1480017897	368	6	0	0
1480019767	447	139	0	0
1480019344	349	96	0	0
1480021004	355	192	0	0
1480020926	305	184	0	0
1480018616	505	37	0	0
1480017798	334	5	0	0
1480021952	507	257	0	0
1480018461	222	28	0	0
1480019569	295	62	0	0
1480022016	314	202	0	0
1480022553	162	209	0	0
1480018012	263	23	0	0
1480018435	409	32	0	0
1480017806	158	8	0	0
1480021069	60	143	0	0
1480018378	400	39	0	0
1480021529	254	204	0	0
1480020165	362	86	0	0
1480022405	348	186	0	0
1480019138	344	63	0	0
1480018826	121	57	0	0
1480023504	491	335	0	0
1480022608	188	256	0	0
1480022827	177	206	0	0
1480021231	397	185	0	0
1480018479	74	44	0	0
1480022522	110	221	0	0
1480021139	381	229	0	0
1480018993	450	81	0	0
1480018918	198	73	0	0
1480023462	383	333	0	0
1480023686	357	290	0	0
1480024200	204	240	0	0
1480019622	500	115	0	0
1480019304	351	84	0	0
1480019725	144	113	0	0
1480022747	233	306	0	0
1480020652	424	152	0	0
1480018400	344	31	0	0
1480017824	508	5	0	0
1480022028	499	163	0	0
1480017778	194	7	0	0
1480017775	103	4	0	0
1480021146	181	241	0	0
1480022071	299	190	0	0
1480017898	122	16	0	0
1480017856	98	11	0	0
1480018673	98	44	0	0
1480020059	36	151	0	0
1480018542	431	68	0	0
1480021008	310	156	0	0
1480023740	133	430	0	0
1480019285	461	82	0	0
1480020337	9	126	0	0
1480021130	140	128	0	0
1480021868	397	230	0	0
1480019780	238	114	0	0
1480020194	248	151	0	0
1480021581	101	212	0	0
1480023929	446	278	0	0
1480020891	357	170	0	0
1480019193	289	53	0	0
1480020532	105	163	0	0
1480018479	59	53	0	0
1480021927	103	278	0	0
1480023324	272	201	0	0
1480021952	362	179	0	0
1480018602	204	42	0	0
1480018973	341	52	0	0
1480018772	140	41	0	0
1480018936	505	47	0	0
1480018425	324	35	0	0
1480021815	270	239	0	0
1480018484	175	33	0	0
1480024414	415	409	0	0
1480018026	409	17	0	0
1480021689	497	183	0	0
1480018003	485	13	0	0
1480018919	197	78	0	0
1480023910	170	379	0	0
1480022794	391	211	0	0
1480023249	362	244	0	0
1480022799	398	201	0	0
1480019162	307	91	0	0
1480023086	309	299	0	0
1480019486	434	83	0	0
1480023941	165	324	0	0
1480022420	405	247	0	0
1480023550	258	223	0	0
1480018631	93	39	0	0
1480017984	344	14	0	0
1480019032	145	52	0	0
1480020398	471	174	0	0
1480022619	362	216	0	0
1480020408	408	174	0	0
1480020850	466	116	0	0
1480018539	444	51	0	0
1480017882	204	8	0	0
1480018839	261	65	0	0
1480024622	505	328	0	0
1480024115	314	267	0	0
1480022375	97	192	0	0
1480020522	50	207	0	0
1480021679	174	205	0	0
1480023317	192	328	0	0
1480022675	397	288	0	0
1480017966	294	12	0	0
1480023923	408	379	0	0
1480024299	284	254	0	0
1480019422	187	99	0	0
1480020800	357	165	0	0
1480019501	33	103	0	0
1480020165	400	128	0	0
1480018065	352	28	0	0
1480019255	352	82	0	0
1480023650	344	289	0	0
1480019576	97	87	0	0
1480019806	217	92	0	0
1480017775	294	4	0	0
1480018378	254	45	0	0
1480022797	353	241	0	0
1480018538	118	58	0	0
1480018157	341	15	0	0
1480021505	324	229	0	0
1480019584	381	124	0	0
1480018701	187	61	0	0
1480021783	162	156	0	0
1480021498	207	216	0	0
1480021952	431	205	0	0
1480020913	133	301	0	0
1480020555	161	2807	0	0
1480020207	408	161	0	0
1480020279	250	110	0	0
1480019949	421	76	0	0
1480018800	485	54	0	0
1480021416	41	211	0	0
1480018077	171	20	0	0
1480019048	359	55	0	0
1480022027	114	135	0	0
1480018285	30	39	0	0
1480018151	507	23	0	0
1480019788	308	117	0	0
1480018530	383	33	0	0
1480018973	326	51	0	0
1480020850	135	95	0	0
1480021356	88	146	0	0
1480023307	127	305	0	0
1480020409	451	135	0	0
1480022500	355	260	0	0
1480019459	114	40	0	0
1480021865	182	178	0	0
1480021514	305	223	0	0
1480017877	355	7	0	0
1480022657	139	207	0	0
1480018985	19	58	0	0
1480020137	270	144	0	0
1480023784	114	198	0	0
1480021847	399	188	0	0
1480018973	1	53	0	0
1480018533	309	47	0	0
1480017976	358	12	0	0
1480018414	448	38	0	0
1480024250	444	314	0	0
1480019966	389	92	0	0
1480020510	359	169	0	0
1480018952	174	57	0	0
1480020693	11	159	0	0
1480024526	308	394	0	0
1480020674	488	174	0	0
1480019835	325	129	0	0
1480023745	195	216	0	0
1480021427	20	226	0	0
1480017900	231	14	0	0
1480018072	422	23	0	0
1480020518	352	141	0	0
1480021383	147	173	0	0
1480023760	397	331	0	0
1480019064	405	86	0	0
1480020455	475	149	0	0
1480018612	161	48	0	0
1480022573	259	259	0	0
1480018710	268	58	0	0
1480022163	392	201	0	0
1480017806	306	7	0	0
1480018781	175	45	0	0
1480021356	76	179	0	0
1480020835	285	154	0	0
1480018912	64	49	0	0
1480019947	352	113	0	0
1480022373	351	248	0	0
1480017900	168	11	0	0
1480021870	162	167	0	0
1480018609	423	31	0	0
1480019768	145	76	0	0
1480017775	508	4	0	0
1480018170	41	30	0	0
1480023153	107	245	0	0
1480021358	487	145	0	0
1480019978	55	119	0	0
1480022472	34	270	0	0
1480018015	74	17	0	0
1480021778	237	153	0	0
1480019518	124	118	0	0
1480021772	98	138	0	0
1480019025	229	53	0	0
1480020759	164	114	0	0
1480021687	442	217	0	0
1480023141	74	229	0	0
1480020342	35	146	0	0
1480024280	481	383	0	0
1480018421	100	29	0	0
1480022678	114	151	0	0
1480019708	67	87	0	0
1480021228	166	181	0	0
1480022708	233	300	0	0
1480020179	362	87	0	0
1480017799	374	5	0	0
1480020871	359	201	0	0
1480019439	80	72	0	0
1480021441	480	190	0	0
1480021595	3	173	0	0
1480022765	216	264	0	0
1480018973	498	63	0	0
1480020662	509	103	0	0
1480018482	327	27	0	0
1480019409	309	89	0	0
1480023326	41	305	0	0
1480021479	82	141	0	0
1480018121	59	30	0	0
1480024776	67	362	0	0
1480022264	50	306	0	0
1480019522	289	65	0	0
1480022199	414	232	0	0
1480020185	172	98	0	0
1480024359	403	205	0	0
1480020251	125	106	0	0
1480022780	492	262	0	0
1480020836	183	150	0	0
1480023631	399	269	0	0
1480021952	211	166	0	0
1480020909	383	192	0	0
1480018426	295	24	0	0
1480018049	255	21	0	0
1480022614	86	237	0	0
1480023422	91	255	0	0
1480017775	381	4	0	0
1480018433	424	46	0	0
1480018567	110	37	0	0
1480022581	192	284	0	0
1480021962	144	297	0	0
1480019705	339	50	0	0
1480022030	492	230	0	0
1480024254	291	37531	0	0
1480022971	133	388	0	0
1480018378	240	39	0	0
1480018661	280	69	0	0
1480019128	5	76	0	0
1480018147	347	14	0	0
1480019549	248	132	0	0
1480024346	431	304	0	0
1480019135	255	73	0	0
1480022578	306	261	0	0
1480019297	118	84	0	0
1480021751	59	266	0	0
1480022200	124	262	0	0
1480019701	188	94	0	0
1480018695	260	54	0	0
1480019397	375	51	0	0
1480019761	148	91	0	0
1480021560	184	185	0	0
1480021597	114	116	0	0
1480017823	442	10	0	0
1480020165	316	113	0	0
1480024756	238	368	0	0
1480023199	162	248	0	0
1480020996	426	179	0	0
1480024506	452	368	0	0
1480018447	170	43	0	0
1480023002	177	212	0	0
1480019097	226	68	0	0
1480022112	188	217	0	0
1480018897	235	55	0	0
1480022415	415	294	0	0
1480024108	299	313	0	0
1480020269	263	273	0	0
1480019450	500	101	0	0
1480021325	390	144	0	0
1480023225	269	192	0	0
1480019115	177	73	0	0
1480023418	34	312	0	0
1480017829	36	9	0	0
1480018489	477	30	0	0
1480021089	489	138	0	0
1480023740	271	326	0	0
1480019602	226	90	0	0
1480021768	359	246	0	0
1480023973	317	288	0	0
1480019647	508	84	0	0
1480021152	97	143	0	0
1480018485	349	22	0	0
1480021762	172	130	0	0
1480020397	127	166	0	0
1480019904	466	76	0	0
1480017810	6	7	0	0
1480023567	363	303	0	0
1480020932	488	194	0	0
1480020165	285	119	0	0
1480021443	18	156	0	0
1480018423	392	51	0	0
1480021588	318	219	0	0
1480018738	90	66	0	0
1480021384	308	203	0	0
1480018845	138	49	0	0
1480020630	442	132	0	0
1480020490	470	116	0	0
1480020263	213	106	0	0
1480018983	452	43	0	0
1480019487	389	75	0	0
1480024435	1	291	0	0
1480023235	478	237	0	0
1480023860	351	320	0	0
1480017909	34	16	0	0
1480023334	111	299	0	0
1480024137	482	305	0	0
1480020583	437	165	0	0
1480023885	209	372	0	0
1480020254	473	91	0	0
1480019668	362	60	0	0
1480021527	415	233	0	0
1480020529	291	18093	0	0
1480021275	421	159	0	0
1480018322	115	29	0	0
1480022504	422	202	0	0
1480019131	19	71	0	0
1480020090	501	85	0	0
1480019701	303	111	0	0
1480024395	501	268	0	0
1480019309	18	64	0	0
1480021167	237	119	0	0
1480018412	162	33	0	0
1480024222	469	304	0	0
1480021771	503	205	0	0
1480019297	301	70	0	0
1480023308	307	298	0	0
1480021748	170	267	0	0
1480023433	477	253	0	0
1480022322	341	188	0	0
1480017931	357	15	0	0
1480018522	170	49	0	0
1480020123	62	130	0	0
1480019307	315	82	0	0
1480017914	456	10	0	0
1480022359	88	190	0	0
1480023048	315	242	0	0
1480023086	405	284	0	0
1480020378	263	281	0	0
1480018527	391	32	0	0
1480019137	54	62	0	0
1480020902	420	147	0	0
1480020947	429	157	0	0
1480023892	444	291	0	0
1480018708	50	71	0	0
1480020269	498	136	0	0
1480023190	505	263	0	0
1480023740	399	276	0	0
1480022314	351	242	0	0
1480018504	181	78	0	0
1480020961	102	132	0	0
1480023305	389	239	0	0
1480019364	254	81	0	0
1480021448	485	218	0	0
1480023972	182	309	0	0
1480018352	51	36	0	0
1480019650	447	132	0	0
1480024065	497	290	0	0
1480020165	233	140	0	0
1480020830	503	180	0	0
1480022450	69	230	0	0
1480024714	255	402	0	0
1480017795	66	5	0	0
1480022943	20	279	0	0
1480023531	101	291	0	0
1480020081	359	136	0	0
1480019309	254	79	0	0
1480018552	268	55	0	0
1480017923	60	10	0	0
1480022503	415	303	0	0
1480020368	464	107	0	0
1480023624	415	356	0	0
1480019618	1	68	0	0
1480019094	400	67	0	0
1480018124	351	22	0	0
1480020978	111	149	0	0
1480018387	391	27	0	0
1480020873	456	123	0	0
1480018558	390	32	0	0
1480019895	197	119	0	0
1480020759	219	165	0	0
1480018030	333	27	0	0
1480023752	145	229	0	0
1480018418	107	46	0	0
1480020759	86	147	0	0
1480019840	362	72	0	0
1480020404	212	118	0	0
1480018168	463	22	0	0
1480018828	179	57	0	0
1480019041	482	58	0	0
1480018988	164	51	0	0
1480019245	301	65	0	0
1480019709	22	80	0	0
1480020327	333	118	0	0
1480023828	129	221	0	0
1480018283	284	25	0	0
1480022344	105	288	0	0
1480019836	499	84	0	0
1480019404	233	90	0	0
1480019942	184	93	0	0
1480020633	392	136	0	0
1480020368	334	135	0	0
1480020267	1	113	0	0
1480020660	75	140	0	0
1480018549	89	21	0	0
1480018257	209	34	0	0
1480018973	415	80	0	0
1480017927	252	9	0	0
1480019617	138	95	0	0
1480019240	438	83	0	0
1480020100	447	151	0	0
1480018238	293	28	0	0
1480023180	490	303	0	0
1480018716	502	68	0	0
1480022515	414	249	0	0
1480018795	353	37	0	0
1480018833	268	63	0	0
1480018378	268	36	0	0
1480019018	28	73	0	0
1480018403	166	43	0	0
1480022312	140	162	0	0
1480018278	29	33	0	0
1480018255	181	49	0	0
1480020392	165	124	0	0
1480023527	344	283	0	0
1480019793	383	143	0	0
1480023794	373	218	0	0
1480021672	438	218	0	0
1480017987	422	18	0	0
1480018859	361	75	0	0
1480024653	29	385	0	0
1480024574	217	323	0	0
1480017955	59	19	0	0
1480020759	216	162	0	0
1480021415	255	260	0	0
1480018085	337	17	0	0
1480021716	55	218	0	0
1480021264	362	133	0	0
1480021507	445	191	0	0
1480017980	273	12	0	0
1480018777	167	51	0	0
1480023520	478	241	0	0
1480020787	312	176	0	0
1480022230	220	265	0	0
1480024591	415	416	0	0
1480020048	476	141	0	0
1480023183	254	294	0	0
1480020671	144	184	0	0
1480018640	391	43	0	0
1480022007	269	144	0	0
1480022796	99	232	0	0
1480024289	142	260	0	0
1480017801	180	5	0	0
1480019144	471	91	0	0
1480022548	389	198	0	0
1480024048	102	293	0	0
1480021213	415	210	0	0
1480022612	477	222	0	0
1480020802	195	145	0	0
1480018230	497	24	0	0
1480020879	55	170	0	0
1480018109	307	24	0	0
1480019224	170	92	0	0
1480018399	456	34	0	0
1480021539	174	198	0	0
1480018361	333	43	0	0
1480020407	502	145	0	0
1480022918	315	234	0	0
1480017824	218	7	0	0
1480018473	198	49	0	0
1480021595	33	233	0	0
1480024656	218	312	0	0
1480019075	299	40	0	0
1480018727	114	18	0	0
1480020442	94	153	0	0
1480018005	208	10	0	0
1480021660	18	167	0	0
1480023305	189	350	0	0
1480019921	383	151	0	0
1480022564	289	178	0	0
1480021682	490	233	0	0
1480024674	153	313	0	0
1480018186	492	25	0	0
1480020801	184	141	0	0
1480020797	53	143	0	0
1480019585	119	123	0	0
1480020805	213	137	0	0
1480018901	169	87	0	0
1480021580	150	195	0	0
1480022357	111	250	0	0
1480023319	431	248	0	0
1480019379	239	89	0	0
1480018562	167	43	0	0
1480022037	259	222	0	0
1480020298	64	120	0	0
1480022848	197	252	0	0
1480024444	260	284	0	0
1480017786	129	7	0	0
1480019569	208	102	0	0
1480018620	404	45	0	0
1480017973	66	11	0	0
1480018786	307	63	0	0
1480021575	128	166	0	0
1480020815	83	124	0	0
1480018070	433	14	0	0
1480018410	497	36	0	0
1480018669	508	40	0	0
1480023190	129	205	0	0
1480019057	383	86	0	0
1480021104	307	203	0	0
1480018091	271	23	0	0
1480017956	491	14	0	0
1480019174	31	33	0	0
1480021479	381	253	0	0
1480022825	481	288	0	0
1480018461	179	26	0	0
1480021268	482	179	0	0
1480018635	243	61	0	0
1480024100	289	245	0	0
1480023354	422	261	0	0
1480023807	280	377	0	0
1480021244	207	199	0	0
1480019018	477	59	0	0
1480024131	310	299	0	0
1480017969	285	13	0	0
1480018470	103	46	0	0
1480021980	422	179	0	0
1480019646	504	82	0	0
1480018378	269	41	0	0
1480023713	192	347	0	0
1480019634	181	171	0	0
1480019570	332	115	0	0
1480018152	118	30	0	0
1480019020	148	70	0	0
1480021626	97	157	0	0
1480023153	340	168	0	0
1480019407	216	107	0	0
1480021500	310	181	0	0
1480023201	408	343	0	0
1480024708	424	315	0	0
1480017868	498	8	0	0
1480019186	389	61	0	0
1480021465	310	179	0	0
1480023449	197	277	0	0
1480021169	442	174	0	0
1480021889	462	127	0	0
1480020779	396	129	0	0
1480021129	129	148	0	0
1480021984	492	229	0	0
1480020765	204	122	0	0
1480022917	98	199	0	0
1480017942	374	9	0	0
1480024128	317	296	0	0
1480021176	280	222	0	0
1480024095	36	334	0	0
1480021079	314	167	0	0
1480020180	348	121	0	0
1480024687	130	280	0	0
1480022088	456	170	0	0
1480019963	108	96	0	0
1480019645	497	101	0	0
1480023153	142	202	0	0
1480017775	239	4	0	0
1480019307	308	90	0	0
1480024156	74	288	0	0
1480020926	40	148	0	0
1480023740	68	290	0	0
1480019051	415	86	0	0
1480018485	251	39	0	0
1480022346	102	209	0	0
1480018629	37	33	0	0
1480020745	75	146	0	0
1480019885	299	77	0	0
1480019476	351	89	0	0
1480023572	322	5600	0	0
1480019026	351	76	0	0
1480024114	312	359	0	0
1480018993	198	81	0	0
1480019777	499	82	0	0
1480020846	22	128	0	0
1480019807	476	124	0	0
1480024594	452	376	0	0
1480022645	461	269	0	0
1480018803	172	39	0	0
1480022412	467	172	0	0
1480021888	207	239	0	0
1480024730	50	429	0	0
1480019519	447	121	0	0
1480020475	271	167	0	0
1480018378	211	35	0	0
1480021012	420	153	0	0
1480017960	268	13	0	0
1480021952	490	251	0	0
1480020494	34	153	0	0
1480019919	359	125	0	0
1480018648	492	47	0	0
1480022602	29	285	0	0
1480024474	180	322	0	0
1480020493	41	156	0	0
1480017819	444	7	0	0
1480020101	107	133	0	0
1480019281	305	88	0	0
1480018788	248	79	0	0
1480024683	75	319	0	0
1480020224	179	119	0	0
1480017853	331	10	0	0
1480023444	255	332	0	0
1480020131	429	111	0	0
1480018318	195	34	0	0
1480023000	77	203	0	0
1480024334	237	288	0	0
1480022871	234	179	0	0
1480019062	480	68	0	0
1480024681	358	412	0	0
1480020269	452	129	0	0
1480023740	314	248	0	0
1480024587	351	373	0	0
1480020913	165	153	0	0
1480023473	429	279	0	0
1480019647	19	109	0	0
1480019763	285	89	0	0
1480022402	88	191	0	0
1480019127	391	66	0	0
1480024133	142	245	0	0
1480023656	357	288	0	0
1480021046	248	204	0	0
1480018302	332	26	0	0
1480018814	93	51	0	0
1480019309	19	88	0	0
1480020048	20	150	0	0
1480023349	165	291	0	0
1480019751	362	66	0	0
1480020856	86	153	0	0
1480021280	91	164	0	0
1480017953	92	11	0	0
1480023111	315	244	0	0
1480024350	452	364	0	0
1480018279	390	21	0	0
1480022622	307	266	0	0
1480019329	158	69	0	0
1480023962	241	331	0	0
1480019871	207	104	0	0
1480020468	389	110	0	0
1480018705	306	46	0	0
1480017991	306	13	0	0
1480019766	55	107	0	0
1480023621	362	279	0	0
1480019371	18	65	0	0
1480022221	355	248	0	0
1480020503	224	100	0	0
1480018109	354	14	0	0
1480019569	251	105	0	0
1480020547	204	106	0	0
1480018561	130	35	0	0
1480020222	90	159	0	0
1480021365	352	196	0	0
1480020405	491	156	0	0
1480019746	312	130	0	0
1480019989	383	157	0	0
1480023481	389	249	0	0
1480020339	139	123	0	0
1480024515	161	3030	0	0
1480018898	70	39	0	0
1480019317	286	76	0	0
1480019526	305	107	0	0
1480020295	332	136	0	0
1480023201	476	268	0	0
1480022941	371	233	0	0
1480020944	82	129	0	0
1480020840	307	192	0	0
1480019854	415	139	0	0
1480020361	285	129	0	0
1480020263	14	136	0	0
1480021737	471	245	0	0
1480022743	318	283	0	0
1480022814	342	174	0	0
1480021153	501	137	0	0
1480018398	62	43	0	0
1480018973	303	64	0	0
1480019917	206	139	0	0
1480021060	140	124	0	0
1480024412	138	330	0	0
1480023533	192	336	0	0
1480019164	127	103	0	0
1480020619	464	122	0	0
1480023263	488	311	0	0
1480021687	111	193	0	0
1480018464	400	42	0	0
1480022769	310	232	0	0
1480019810	3	109	0	0
1480019235	31	35	0	0
1480018417	135	26	0	0
1480018456	191	51	0	0
1480018811	300	52	0	0
1480022281	28	247	0	0
1480020800	55	164	0	0
1480022548	383	292	0	0
1480022435	370	238	0	0
1480022621	76	239	0	0
1480020185	421	90	0	0
1480017886	41	18	0	0
1480023983	488	343	0	0
1480018520	400	45	0	0
1480024667	258	282	0	0
1480022053	442	238	0	0
1480024023	417	291	0	0
1480018378	462	15	0	0
1480023305	452	288	0	0
1480019821	334	110	0	0
1480021397	98	117	0	0
1480018724	208	51	0	0
1480021053	174	174	0	0
1480019022	406	32	0	0
1480019653	212	67	0	0
1480019151	166	103	0	0
1480018973	497	62	0	0
1480022799	218	224	0	0
1480020073	314	116	0	0
1480018527	272	53	0	0
1480020827	452	158	0	0
1480019644	107	110	0	0
1480019193	45	59	0	0
1480021952	347	174	0	0
1480018421	493	24	0	0
1480017794	157	6	0	0
1480019256	317	84	0	0
1480023866	471	327	0	0
1480019207	274	71	0	0
1480018035	304	13	0	0
1480017926	59	18	0	0
1480022609	40	243	0	0
1480018129	35	21	0	0
1480020786	470	133	0	0
1480018399	325	39	0	0
1480018780	353	36	0	0
1480018199	181	48	0	0
1480018223	467	14	0	0
1480018844	103	70	0	0
1480018378	348	40	0	0
1480019492	217	66	0	0
1480020665	280	184	0	0
1480020563	369	92	0	0
1480019959	208	116	0	0
1480017802	258	7	0	0
1480020840	310	148	0	0
1480024388	210	280	0	0
1480019072	447	105	0	0
1480022657	154	132	0	0
1480021678	482	195	0	0
1480019039	185	49	0	0
1480024334	177	290	0	0
1480018068	226	15	0	0
1480020495	507	156	0	0
1480019771	306	121	0	0
1480020266	222	133	0	0
1480018042	109	18	0	0
1480023206	309	308	0	0
1480024279	370	308	0	0
1480021309	464	165	0	0
1480021324	36	227	0	0
1480019135	383	92	0	0
1480019195	68	93	0	0
1480020928	478	128	0	0
1480019654	75	95	0	0
1480022826	422	220	0	0
1480022877	36	302	0	0
1480019252	378	74	0	0
1480022941	253	247	0	0
1480019040	357	65	0	0
1480018973	132	51	0	0
1480020854	306	173	0	0
1480020186	353	125	0	0
1480019140	334	75	0	0
1480018722	55	52	0	0
1480024622	415	417	0	0
1480019189	434	65	0	0
1480023173	415	333	0	0
1480021839	51	207	0	0
1480018503	464	25	0	0
1480019050	182	79	0	0
1480021790	399	183	0	0
1480019169	383	95	0	0
1480018210	142	29	0	0
